ParentLocationCode,ParentLocation,SpatialDimValueCode,Location,Gdp,year,Dim1 type,Dim1,Dim1ValueCode,FactValueNumeric,Value,Level,Language,DateModified,,,pergdp,,,,,,,,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,,FactValueTranslationID,FactComments
EUR,Europe,TUR,Turkey,838.7627552,2010,Sex,Both sexes,BTSX,76.89,76.89,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,10742.77498,,,,,,,,,,,,,,,
EUR,Europe,TUR,Turkey,864.3166703,2015,Sex,Both sexes,BTSX,77.79,77.79,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,11006.27952,,,,,,,,,,,,,,,
EUR,Europe,TUR,Turkey,761.0044256,2019,Sex,Both sexes,BTSX,78.62,78.62,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,9121.515167,,,,,,,,,,,,,,,
EUR,Europe,TKM,Turkmenistan,2.90473277,2000,Sex,Both sexes,BTSX,63.32,63.32,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,410.9523655,,,,,,,,,,,,,,,
EUR,Europe,TKM,Turkmenistan,29.23333333,2010,Sex,Both sexes,BTSX,67.31,67.31,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,743.4036639,,,,,,,,,,,,,,,
EUR,Europe,TKM,Turkmenistan,35.79971429,2015,Sex,Both sexes,BTSX,69.11,69.11,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,947.9333517,,,,,,,,,,,,,,,
EUR,Europe,TKM,Turkmenistan,45.23142857,2019,Sex,Both sexes,BTSX,69.75,69.75,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1085.88486,,,,,,,,,,,,,,,
AFR,Africa,UGA,Uganda,6.19324684,2000,Sex,Both sexes,BTSX,48.76,48.76,<50.0,EN,2020-12-03T16:00:00.000Z,,,261.8691416,,,,,,,,,,,,,,,
AFR,Africa,UGA,Uganda,27.87172521,2010,Sex,Both sexes,BTSX,59.67,59.67,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,822.5393725,,,,,,,,,,,,,,,
AFR,Africa,UGA,Uganda,32.38718384,2015,Sex,Both sexes,BTSX,64.47,64.47,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,847.2676289,,,,,,,,,,,,,,,
AFR,Africa,UGA,Uganda,35.35306063,2019,Sex,Both sexes,BTSX,66.69,66.69,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,798.5857341,,,,,,,,,,,,,,,
EUR,Europe,UKR,Ukraine,32.37528032,2000,Sex,Both sexes,BTSX,67.53,67.53,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,658.348608,,,,,,,,,,,,,,,
EUR,Europe,UKR,Ukraine,169.3330489,2010,Sex,Both sexes,BTSX,70.2,70.2,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3078.429982,,,,,,,,,,,,,,,
EUR,Europe,UKR,Ukraine,91.03095945,2015,Sex,Both sexes,BTSX,72.2,72.2,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2124.662319,,,,,,,,,,,,,,,
EUR,Europe,UKR,Ukraine,153.882982,2019,Sex,Both sexes,BTSX,73.02,73.02,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3661.456204,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,ARE,United Arab Emirates,104.3373724,2000,Sex,Both sexes,BTSX,73.18,73.18,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,6875.025469,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,ARE,United Arab Emirates,350.6660313,2010,Sex,Both sexes,BTSX,74.86,74.86,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,11992.02377,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,ARE,United Arab Emirates,358.1350579,2015,Sex,Both sexes,BTSX,75.31,75.31,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,15613.74597,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,ARE,United Arab Emirates,417.2155595,2019,Sex,Both sexes,BTSX,76.08,76.08,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,17688.01501,,,,,,,,,,,,,,,
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,1662.127402,2000,Sex,Both sexes,BTSX,77.85,77.85,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,36334.90878,,,,,,,,,,,,,,,
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2674.891474,2010,Sex,Both sexes,BTSX,80.25,80.25,>80.0,EN,2020-12-03T16:00:00.000Z,,,48466.6576,,,,,,,,,,,,,,,
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2956.573779,2015,Sex,Both sexes,BTSX,80.65,80.65,>80.0,EN,2020-12-03T16:00:00.000Z,,,56863.3715,,,,,,,,,,,,,,,
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2878.673912,2019,Sex,Both sexes,BTSX,81.4,81.4,>80.0,EN,2020-12-03T16:00:00.000Z,,,65279.52903,,,,,,,,,,,,,,,
AFR,Africa,TZA,United Republic of Tanzania,13.37597635,2000,Sex,Both sexes,BTSX,52.47,52.47,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,558.2268024,,,,,,,,,,,,,,,
AFR,Africa,TZA,United Republic of Tanzania,34.6571395,2010,Sex,Both sexes,BTSX,61.39,61.39,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1742.349256,,,,,,,,,,,,,,,
AFR,Africa,TZA,United Republic of Tanzania,47.37859903,2015,Sex,Both sexes,BTSX,65.36,65.36,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,2753.971072,,,,,,,,,,,,,,,
AFR,Africa,TZA,United Republic of Tanzania,61.13687369,2019,Sex,Both sexes,BTSX,67.34,67.34,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1784.009816,,,,,,,,,,,,,,,
AMR,Americas,USA,United States of America,10252.34546,2000,Sex,Both sexes,BTSX,76.69,76.69,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,6292.498854,,,,,,,,,,,,,,,
AMR,Americas,USA,United States of America,15542.5811,2010,Sex,Both sexes,BTSX,78.56,78.56,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,6921.702479,,,,,,,,,,,,,,,
AMR,Americas,USA,United States of America,18238.30057,2015,Sex,Both sexes,BTSX,78.56,78.56,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,7460.153362,,,,,,,,,,,,,,,
AMR,Americas,USA,United States of America,21433.2247,2019,Sex,Both sexes,BTSX,78.5,78.5,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3676.352092,,,,,,,,,,,,,,,
AMR,Americas,URY,Uruguay,22.8232558,2000,Sex,Both sexes,BTSX,74.82,74.82,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4842.036601,,,,,,,,,,,,,,,
AMR,Americas,URY,Uruguay,47.9624393,2010,Sex,Both sexes,BTSX,76.36,76.36,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,13825.35712,,,,,,,,,,,,,,,
AMR,Americas,URY,Uruguay,53.27430422,2015,Sex,Both sexes,BTSX,77.03,77.03,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
AMR,Americas,URY,Uruguay,61.23114988,2019,Sex,Both sexes,BTSX,77.1,77.1,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
EUR,Europe,UZB,Uzbekistan,13.76051397,2000,Sex,Both sexes,BTSX,65.27,65.27,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,390.0933309,,,,,,,,,,,,,,,
EUR,Europe,UZB,Uzbekistan,60.1789093,2010,Sex,Both sexes,BTSX,70.19,70.19,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1317.890646,,,,,,,,,,,,,,,
EUR,Europe,UZB,Uzbekistan,86.19626519,2015,Sex,Both sexes,BTSX,71.45,71.45,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2085.101349,,,,,,,,,,,,,,,
EUR,Europe,UZB,Uzbekistan,59.90767403,2019,Sex,Both sexes,BTSX,73.01,73.01,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,2715.27598,,,,,,,,,,,,,,,
WPR,Western Pacific,VUT,Vanuatu,0.27201469,2000,Sex,Both sexes,BTSX,63.9,63.9,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1470.63587,,,,,,,,,,,,,,,
WPR,Western Pacific,VUT,Vanuatu,0.7701533,2010,Sex,Both sexes,BTSX,64.52,64.52,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,2839.40634,,,,,,,,,,,,,,,
WPR,Western Pacific,VUT,Vanuatu,0.73087058,2015,Sex,Both sexes,BTSX,64.64,64.64,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,2695.666186,,,,,,,,,,,,,,,
WPR,Western Pacific,VUT,Vanuatu,0.9345216,2019,Sex,Both sexes,BTSX,65.31,65.31,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,3116.297759,,,,,,,,,,,,,,,
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),117.1407235,2000,Sex,Both sexes,BTSX,74.09,74.09,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,3566.42836,,,,,,,,,,,,,,,
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),316.4821908,2010,Sex,Both sexes,BTSX,74.79,74.79,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4071.926959,,,,,,,,,,,,,,,
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),..,2015,Sex,Both sexes,BTSX,74.66,74.66,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,4322.868457,,,,,,,,,,,,,,,
AMR,Americas,VEN,Venezuela (Bolivarian Republic of),..,2019,Sex,Both sexes,BTSX,73.95,73.95,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1542.066736,,,,,,,,,,,,,,,
WPR,Western Pacific,VNM,Viet Nam,31.1725184,2000,Sex,Both sexes,BTSX,71.45,71.45,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,554.4486653,,,,,,,,,,,,,,,
WPR,Western Pacific,VNM,Viet Nam,135.5394386,2010,Sex,Both sexes,BTSX,72.72,72.72,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1334.784902,,,,,,,,,,,,,,,
WPR,Western Pacific,VNM,Viet Nam,193.2411087,2015,Sex,Both sexes,BTSX,73.16,73.16,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,1601.830063,,,,,,,,,,,,,,,
WPR,Western Pacific,VNM,Viet Nam,261.9212448,2019,Sex,Both sexes,BTSX,73.74,73.74,70.0-79.9,EN,2020-12-03T16:00:00.000Z,,,,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,YEM,Yemen,9.65243618,2000,Sex,Both sexes,BTSX,62.69,62.69,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,8148.961202,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,YEM,Yemen,32.72641721,2010,Sex,Both sexes,BTSX,67.7,67.7,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,6259.839681,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,YEM,Yemen,42.44510239,2015,Sex,Both sexes,BTSX,67.47,67.47,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,6624.761865,,,,,,,,,,,,,,,
EMR,Eastern Mediterranean,YEM,Yemen,..,2019,Sex,Both sexes,BTSX,66.63,66.63,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,3374.718423,,,,,,,,,,,,,,,
AFR,Africa,ZMB,Zambia,3.60068304,2000,Sex,Both sexes,BTSX,44.46,44.46,<50.0,EN,2020-12-03T16:00:00.000Z,,,345.6896207,,,,,,,,,,,,,,,
AFR,Africa,ZMB,Zambia,23.45951528,2010,Sex,Both sexes,BTSX,56.67,56.67,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1489.459087,,,,,,,,,,,,,,,
AFR,Africa,ZMB,Zambia,21.2512168,2015,Sex,Both sexes,BTSX,60.5,60.5,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1338.290927,,,,,,,,,,,,,,,
AFR,Africa,ZMB,Zambia,23.30866778,2019,Sex,Both sexes,BTSX,62.45,62.45,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1305.001031,,,,,,,,,,,,,,,
AFR,Africa,ZWE,Zimbabwe,6.6899576,2000,Sex,Both sexes,BTSX,46.57,46.57,<50.0,EN,2020-12-03T16:00:00.000Z,,,563.0575041,,,,,,,,,,,,,,,
AFR,Africa,ZWE,Zimbabwe,14.1019203,2010,Sex,Both sexes,BTSX,51.49,51.49,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,948.331481,,,,,,,,,,,,,,,
AFR,Africa,ZWE,Zimbabwe,19.9631206,2015,Sex,Both sexes,BTSX,58.48,58.48,50.0-59.9,EN,2020-12-03T16:00:00.000Z,,,1445.069702,,,,,,,,,,,,,,,
AFR,Africa,ZWE,Zimbabwe,19.28428974,2019,Sex,Both sexes,BTSX,60.68,60.68,60.0-69.9,EN,2020-12-03T16:00:00.000Z,,,1316.740657,,,,,,,,,,,,,,,
